Province,Nearest major airport,Range/Region,Year first climbed,Name,Convenient Center,Difficulty,Country,Most recent eruption,Best months for climbing,Id,Elevation (meters),Heights,First successful climber(s),State,Longitude,Volcanic status,Elevation (feet),Latitude,Continent
,dresden,,,auersberg,johanngeorgenstadt,,Germany,,"mar, apr, may, jun, jul, aug, sep",3852,1019.0,3343 ft/1019 m,,,12.648056,,3343.0,50.455556,europe
,dresden,,,fichtelberg,kurort oberwiesenthal,,Germany,,"apr, may, jun, jul, aug, sep",3850,1214.0,3983 ft/1214 m,,,12.954167,,3983.0,50.429444,europe
,dresden,,,eisenberg,kurort oberwiesenthal,,Germany,,"apr, may, jun, jul, aug, sep",3851,1028.0,3373 ft/1028 m,,,12.971389,,3373.0,50.441944,europe
,"nadzab, lae,, papua new guinea",,,"wilhelm, mount","goroka,, papua new guinea",scramble,Papua New Guinea,,"may, jun, jul, aug, sep, oct, nov",992,4509.0,14793 ft/4509 m,,,145.029316,,14793.0,-5.779966,australia/oceania
,,,,cerro mogoton,san fernando and depilto,walk up,Nicaragua,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3858,2107.0,6913 ft/2107 m,,,-86.3923,,6913.0,13.75768,north america
,,,,chingo,contepeque village,walk up,Guatemala,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3859,1775.0,5823 ft/1775 m,,,-89.7274,,5823.0,14.1166,north america
,seattle-tacoma,cascade range,,abernathy peak,twisp,scramble,United States,,"may, jun, jul, aug, sep, oct",4635,2536.0,8321 ft/2536 m,,washington,-120.524144,,8321.0,48.477368,north america
,,sistema iberico,,la campina,burgos,walk up,Spain,,"may, jun, jul, aug, sep, oct",2898,2048.0,6719 ft/2048 m,,,-3.056259,,6719.0,42.039859,europe
,la paz,bolivian andes,,tarija,la paz,basic snow/ice climb,Bolivia,,"jun, jul, aug",1567,5255.0,17241 ft/5255 m,,,,,17241.0,,south america
,anchorage,chugach mountains,,penguin peak,anchorage,scramble,United States,,"may, jun, jul, aug, sep",3665,1312.0,4305 ft/1312 m,,alaska,-149.376984,,4305.0,60.965443,north america
,"thessalonika, greece",greek-albanian ranges,,"olympus, mount","litochoro, greece",walk up,Greece,,"apr, may, jun",199,2917.0,9570 ft/2917 m,"d. baud-bovy,  f. boissonas,  k. kakalos",,22.35,,9570.0,40.0833,europe
,"antofagasta, chile",central argentina-chile,1937.0,ojos del salado,"copiapo, chile",walk up,Chile,,"may, jun, jul, aug, sep, oct",198,6893.0,22615 ft/6893 m,"j. wojsznis, j. szczepanski",,-68.540869,,22615.0,-27.109524,south america
,,,,morcheka,,technical climb,Ukraine,,"apr, may, sep, oct",2289,980.0,3215 ft/980 m,,,,,3215.0,,europe
,"peshawar, pakistan",hindu kush ,1960.0,noshaq,"chitral, pakistan",major mountain expedition,Afghanistan,,"jun, jul, aug, sep",195,7492.0,24581 ft/7492 m,"toshiaki sakai,  goro iwatsubo,  (japanese expedition)",,71.9,,24581.0,36.4333,asia
alberta,"edmonton or calgary, alberta",canadian rockies,1923.0,north twin,"jasper, alberta",basic snow/ice climb,Canada,,"jul, aug, sep",194,3719.0,12200 ft/3719 m,"w. ladd, j. munroe thorington, conrad kain",,-117.434664,,12200.0,52.223961,north america
,srinagar or leh,punjab himalaya,,nun kun,kargil,major mountain expedition,India,,"jul, aug, sep",196,7135.0,23410 ft/7135 m,"nun - claude kogan, pierre vittoz kun - mario piacenza, lorenzo borelli, and party",,76.020584,,23410.0,33.98077,asia
,"rawalpindi, pakistan",punjab himalaya,1953.0,nanga parbat,"chilas, pakistan",major mountain expedition,Pakistan,,"jun, jul, aug, sep",191,8125.0,26658 ft/8125 m,herman buhl,,74.591804,,26658.0,35.248668,asia
,"delhi, india",garhwal himalaya,1936.0,nanda devi,"hardwar, india",major mountain expedition,India,,"jul, aug, sep",190,7817.0,25645 ft/7817 m,"noel odell,  bill tilman",,79.9667,,25645.0,30.3833,asia
,"oakland, california, reno, nevada",sierra nevada,1903.0,north palisade,"bishop, california",basic snow/ice climb,United States,,"jun, jul, aug, sep",193,4341.0,14242 ft/4341 m,"joseph n. leconte, j.k. moffitt, james hutchinson",california,-118.522,,14242.0,37.0939,north america
,"st. denis, rȵnion island",reunion island,,piton des neiges,"st. denis, reunion island",walk up,Reunion,,"may, jun, jul, aug, sep, oct, nov",192,3070.0,10700 ft/3070 m,,,55.4833,extinct,10700.0,-21.0833,africa
,geneva,berner oberland,,eveque,,technical climb,Switzerland,,jul,3678,3716.0,12192 ft/3716 m,,,7.502761,,12192.0,45.964307,europe
,"ushuaia, argentina",,,"francais, mount","ushuaia, argentina",major mountain expedition,Antarctica,,"jan, dec",3679,2760.0,9055 ft/2760 m,?,,-63.446045,,9055.0,-64.609749,antarctica
,"brisbane, australia",north nsw great dividing range,,"mitchell, mount",aratula,walk up,Australia,,"jan, feb, mar, apr, may, aug, sep, oct, nov, dec",4558,1168.0,3832 ft/1168 m,,,152.390044,extinct,3832.0,-28.059118,australia/oceania
,rapid city,black hills,,crow peak,spearfish,walk up,United States,,"may, jun, jul, aug, sep, oct",4559,1756.0,5760 ft/1756 m,,south dakota,-103.963089,,5760.0,44.470616,north america
,seattle-tacoma,cascade range,,double peak,"enumclaw, packwood",scramble,United States,,"jun, jul, aug, sep",4556,1889.0,6199 ft/1889 m,,washington,-121.579946,,6199.0,46.828533,north america
,bern and geneve,pennine alps,,platthorn,zermatt,walk up,Switzerland,,"jul, aug",3673,3345.0,10974 ft/3345 m,,,7.736306,,10974.0,46.053607,europe
,zürich,urner alps,,niederbauen chulm,luzern (lucerne),walk up,Switzerland,,"may, jun, jul, aug, sep, oct",4554,1923.0,6309 ft/1923 m,,,8.55667,,6309.0,46.9475,europe
,geneve and bern,pennine alps,,barrhorn,visp,walk up,Switzerland,,"jun, jul, aug, sep",3671,3610.0,11844 ft/3610 m,,,7.737036,,11844.0,46.149632,europe
,seattle-tacoma,cascade range,,alta mountain,easton,scramble,United States,,"jul, aug, sep, oct",4552,1875.0,6151 ft/1875 m,,washington,-121.331964,,6151.0,47.441131,north america
,seattle-tacoma,cascade range,,rampart ridge,north bend,scramble,United States,,"jun, jul, aug, sep, oct",4553,1789.0,5870 ft/1789 m,,washington,-121.3444,,5870.0,47.411,north america
alberta/british columbia,calgary,canadian rockies,1923.0,habel,banff,basic snow/ice climb,Canada,,"jul, aug",3674,3073.0,10082 ft/3073 m,"a. geffrion, jwa hickson, e. feuz jr",,-116.571121,,10082.0,51.65062,north america
,islamabad international airport,,,neelab hill,attock,technical climb,Pakistan,,"mar, apr, oct",4551,1048.0,3438 ft/1048 m,,,72.16198,,3438.0,33.719699,asia
,"colorado springs, co",front range,,cameron cone,"colorado springs, co",walk up,United States,,"may, jun, jul, aug, sep, oct",2543,3263.0,10707 ft/3263 m,,colorado,-104.954,,10707.0,38.8314,north america
,"los angeles, california; reno, nevada",sierra nevada,,cirque peak,"lone pine, california",walk up,United States,,"jun, jul, aug, sep",1454,3932.0,12900 ft/3932 m,,california,-118.233,,12900.0,36.4667,north america
,"narita international airport, kansai international airport",honshu,,shiomi dake,koma ga ne city,scramble,Japan,,"jul, aug, sep, oct",2541,3052.0,10013 ft/3052 m,,,138.186,,10013.0,35.5746,asia
,colorado springs,,,monument hill,"monument, co",walk up,United States,,"jan, feb, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",2540,2241.0,7352 ft/2241 m,,colorado,-104.515,,7352.0,39.0717,north america
,innsbruck,stubai alps,,narrenkogel,längefeld,walk up,Austria,,"may, jun, jul, aug, sep, oct",2547,2309.0,7575 ft/2309 m,,,10.95,,7575.0,47.13,europe
,"narita international, kansai international",honshu,,yatsu ga take,"suwa, kofu",walk up,Japan,,"jan, jul, aug, sep, oct",2546,2899.0,9511 ft/2899 m,,,138.37014,extinct,9511.0,35.97075,asia
,"narita international, kansai international",honshu,,asama yama,"karuizawa, ueda, komoro",walk up,Japan,"february 1, 1973","jul, aug, sep, oct",2545,2568.0,8425 ft/2568 m,,,138.517,active,8425.0,36.4057,asia
,"narita international, kansai international",honshu,,mizugaki yama,kofu,walk up,Japan,,"jun, jul, aug, sep, oct",2544,2230.0,7316 ft/2230 m,,,138.592,,7316.0,35.8936,asia
,juanda airport- surabaya,,,"raung, mount",situbondo,walk up,Indonesia,,"may, jun, jul, aug",1274,3332.0,10932 ft/3332 m,,,114.041667,,10932.0,-8.125,asia
,,white mountains,,carter dome,,walk up,United States,,"may, jun, jul, aug, sep",2549,1473.0,4832 ft/1473 m,,new hampshire,-71.178889,,4832.0,44.267222,north america
,,white mountains,,"lincoln, mt",,walk up,United States,,"may, jun, jul, aug, sep",2548,1551.0,5089 ft/1551 m,,new hampshire,,,5089.0,,north america
,,dolomites,1899.0,second sella tower,wolkenstein,technical climb,Italy,,"may, jun, jul, aug, sep, oct",1456,2598.0,8524 ft/2598 m,"otto ampferer, karl berger, wilhelm hammer",,,,8524.0,,europe
,vancouver,british columbia coast ranges,,fissile,whistler,basic snow/ice climb,Canada,,"feb, mar, apr",2383,2438.0,8000 ft/2438 m,,,,,8000.0,,north america
,harare,zimbabwe plateau,,binga,chimanimani,scramble,Mozambique,,"mar, apr, may, jun, jul, aug, sep, oct",2382,2437.0,7995 ft/2437 m,,,33.066667,,7995.0,-19.783333,africa
alberta,calgary,canadian rockies,1895.0,observation peak,lake louise,scramble,Canada,,,2385,3174.0,10413 ft/3174 m,"walter wilcox, bill peyto",,-116.467,,10413.0,51.7333,north america
,lake placid,adirondacks,,cascade,lake placid,walk up,United States,,"jun, jul, aug, sep",2384,1249.0,4098 ft/1249 m,,new york,-73.8606,,4098.0,44.2186,north america
,oviedo and leon,cordillera cantabrica,,el prau del fontan,torrebarrio,walk up,Spain,,"mar, apr, may, jun, jul, aug",2387,2364.0,7756 ft/2364 m,,,-5.9624,,7756.0,43.016823,europe
,girona,,,pic de bastiments,camprodon,walk up,Spain,,"apr, may, jun, jul, aug, sep, oct",2389,2886.0,9468 ft/2886 m,,,2.190399,,9468.0,42.416867,europe
,glasgow,scottish highlands,,culter fell,moffat,walk up,United Kingdom,,"jan, feb, mar, apr, may, jun, jul, sep, oct, nov, dec",2388,748.0,2454 ft/748 m,,,-3.5,,2454.0,55.55,europe
,merida,,,pico jahn,merida city,technical climb,Venezuela,,"jan, feb, dec",1451,4800.0,15748 ft/4800 m,not sure,,,,15748.0,,south america
,zaragoza,pyrenees,,peña montañesa,ainsa,scramble,Spain,,"may, jun, jul, aug, sep, oct",3580,2291.0,7516 ft/2291 m,,,0.1985,,7516.0,42.49,europe
,ccopenhagen,,,mollehoj,aarus,walk up,Denmark,,"may, jun, jul, aug, sep",3581,170.0,558 ft/170 m,,,9.826228,,558.0,55.997189,europe
,vilnius,,,aukstojas,vilnius,walk up,Lithuania,,"may, jun, jul, aug, sep",3582,293.0,961 ft/293 m,,,25.634444,,961.0,54.529444,europe
,vilnius,,,aukstojas,vilnius,walk up,Lithuania,,"may, jun, jul, aug, sep",3583,293.0,961 ft/293 m,,,25.634444,,961.0,54.529444,europe
,geneve,pennine alps,,rosablanche,sion,basic snow/ice climb,Switzerland,,"jan, feb, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3584,3336.0,10945 ft/3336 m,,,7.354231,,10945.0,46.060368,europe
,memmingen,,,hochgrat,oberstaufen,walk up,Germany,,"jun, jul, aug, sep",3585,1832.0,6010 ft/1832 m,,,10.078454,,6010.0,47.496038,europe
,seattle-tacoma,cascade range,1940.0,crooked thumb,marblemount,technical climb,United States,,"jul, aug, sep",3586,2476.0,8124 ft/2476 m,"fred beckey, helmy beckey",washington,-121.341419,,8124.0,48.826588,north america
,seattle-tacoma,cascade range,1940.0,phantom peak,marblemount,technical climb,United States,,"jul, aug",3587,2438.0,8000 ft/2438 m,"fred beckey, helmy beckey",washington,-121.342449,,8000.0,48.819185,north america
,pittsburgh,central appalachian ridges,,martin hill,bedford,walk up,United States,,"mar, apr, may, jun, jul, aug, sep, oct, nov",2763,846.0,2775 ft/846 m,,pennsylvania,-78.5592,,2775.0,39.8479,north america
,seattle-tacoma,cascade range,1936.0,agnes mountain,chelan or stehekin,technical climb,United States,,"jun, jul, aug, sep",3589,2473.0,8115 ft/2473 m,"r. frazier, d. o'brien",washington,-120.968313,,8115.0,48.317508,north america
,,greek-albanian ranges,,erymanthos,,scramble,Greece,,"apr, may, sep, oct",2761,2224.0,7297 ft/2224 m,,,21.84,,7297.0,37.91,europe
,denver,front range,,navajo peak,boulder,scramble,United States,,"jun, jul, aug, sep, oct",2760,4087.0,13409 ft/4087 m,,colorado,-105.646515,,13409.0,40.053507,north america
,ioannina,greek-albanian ranges,,nemertsika,kefalovruso,scramble,Greece,,"may, jun, jul, aug, sep, oct",2767,2198.0,7211 ft/2198 m,,,,,7211.0,,europe
,"narita international, kansai international",honshu,,shirouma dake,hakuba,walk up,Japan,,"aug, sep",2766,2932.0,9619 ft/2932 m,,,137.757,,9619.0,36.7575,asia
,"narita international, kansai international",honshu,,myogi san,takasaki,scramble,Japan,,"jun, jul, aug, sep",2765,1104.0,3622 ft/1104 m,,,138.75,extinct,3622.0,36.3005,asia
,,karakoram ,,batura ii,baltit (hunza); gilgit,major mountain expedition,Pakistan,,"jun, jul, aug",2764,7762.0,25466 ft/7762 m,one of the highest unclimbed peaks; several attempts have ben made.,,74.31,,25466.0,36.3,asia
alberta,calgary,canadian rockies,1923.0,"saskatchewan, mount",banff,technical climb,Canada,,"jul, aug",3676,3342.0,10965 ft/3342 m,"ladd, thorington, kain",,-117.091556,,10965.0,52.099256,north america
,marseille,,,mont sainte victoire,aix en provence,walk up,France,,"mar, apr, may, jun, jul, aug, sep, oct",902,1011.0,3317 ft/1011 m,,,5.645278,,3317.0,43.539167,europe
,rawalpindi,karakoram ,1959.0,kanjut sar,rawalpindi,major mountain expedition,Pakistan,,"may, jun, jul, aug",903,7760.0,25459 ft/7760 m,camillo pellissier,,75.418333,,25459.0,36.205,asia
,milan and bergamo,,,grigna meridionale,ballabio,walk up,Italy,,"may, jun, jul, aug, sep, oct",900,2177.0,7142 ft/2177 m,,,9.36667,,7142.0,46.0,europe
,quito,ecuador andes,,yanaurco de piñan,quito,scramble,Ecuador,,"jan, feb, jun, jul, aug",4429,4535.0,14879 ft/4535 m,,,-78.329817,extinct,14879.0,0.482866,south america
,"manchester, new hampshire",new england upland,1648.0,holt hill,"andover, massachusetts",walk up,United States,,"jun, jul, aug",906,128.0,420 ft/128 m,nicholas holt,massachusetts,-71.106266,,420.0,42.641003,north america
,linz,bavarian alps,,traunstein,gmunden,walk up,Austria,,"may, jun, jul, aug, sep, oct",907,1691.0,5548 ft/1691 m,,,,,5548.0,,europe
,port alberni,british columbia coast ranges,,"cokely, mount",port alberni,walk up,Canada,,"jul, aug, sep, oct",904,1580.0,5184 ft/1580 m,,,-124.583,,5184.0,49.2333,north america
,"kathmandu, nepal",central nepal himalaya,,pokhalde,,scramble,Nepal,,"jul, aug, sep, oct",905,5794.0,19009 ft/5794 m,"wilfrid noyce, tom bordillon, mike word",,86.8333,,19009.0,27.9333,asia
,"juan santa-maria international, san-josé",costa rica - panama ranges,,cerro chato,san josé,walk up,Costa Rica,,"jan, feb, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",4422,1148.0,3740 ft/1148 m,,,-84.689814,extinct,3740.0,10.440837,north america
,,northwest iran ranges,,misho,,walk up,Iran,,"mar, apr, may",4423,2860.0,9383 ft/2860 m,,,46.0,,9383.0,37.0,asia
,mammoth or bishop,sierra nevada,1928.0,clyde minaret,mammoth lakes,scramble,United States,,"may, jun, jul, aug, sep",1841,3743.0,12281 ft/3743 m,norman clyde--of course,california,-119.117,,12281.0,37.75,north america
,seattle,cascade range,,griffin mountain,ashford,walk up,United States,,"jan, feb, apr, may, jun, jul, aug, sep, oct, nov, dec",909,1610.0,5283 ft/1610 m,,washington,-121.979957,,5283.0,46.655328,north america
,milan,ortler alps,,punta del naso (grosse nagler spitze),bormio,basic snow/ice climb,Italy,,"jan, feb, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",4426,3272.0,10735 ft/3272 m,,,10.45757,,10735.0,46.50835,europe
,seattle-tacoma,cascade range,,vasiliki tower,"marblemount, winthrop",scramble,United States,,"jun, jul, aug, sep, oct",4622,2414.0,7920 ft/2414 m,"joe hieb, don wilde",washington,-120.593105,,7920.0,48.555495,north america
,ivano-frankivsk,carpathian mountains,,goverla,vorohta,walk up,Ukraine,,jul,1845,2061.0,6762 ft/2061 m,,,,,6762.0,,europe
,madrid,castile ranges,1934.0,torreón los galayos,arenas de san pedro,technical climb,Spain,,"may, jun, jul, aug, sep",1844,2100.0,6890 ft/2100 m,teûgenes dìaz,,-5.283051,,6890.0,40.241799,europe
alberta,calgary,canadian rockies,1938.0,"cromwell, mount",banff or jasper,technical climb,Canada,,"jul, aug",3677,3330.0,10925 ft/3330 m,"e. cromwell, cromwell jr, north, thorington, e. feuz jr",,-117.393551,,10925.0,52.268788,north america
,seattle-tacoma,cascade range,,wallaby peak,"marblemount, winthrop",scramble,United States,,"jun, jul, aug, sep, oct",4623,2437.0,7995 ft/2437 m,"fred and helmy beckey, and walt varney",washington,-120.615238,,7995.0,48.506773,north america
,edinburgh,scottish highlands,,blackhope scar,edinburgh,walk up,United Kingdom,,,2169,651.0,2136 ft/651 m,,,,,2136.0,,europe
,cairo international (egypt),,1932.0,jebel uweinat,"kufra, libya (350 kms)",scramble,Sudan,,"mar, oct, nov",2165,1934.0,6345 ft/1934 m,ralph a. bagnold and company,,25.0167,,6345.0,21.9167,africa
,hannover,harz,,brocken,wernigerode,walk up,Germany,,"jan, feb, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",2164,1142.0,3747 ft/1142 m,johann wolfgang von goethe (1st winter climb!),,10.616226,,3747.0,51.79938,europe
,cape town international,cape ranges,,groot wellington sneeukop,wellington,scramble,South Africa,,"jan, feb, mar, apr, oct, nov, dec",2167,1703.0,5587 ft/1703 m,,,,,5587.0,,africa
,geneva,berner oberland,,rohrbachstein,lenk,scramble,Switzerland,,"jul, aug, sep",2166,2950.0,9678 ft/2950 m,,,7.45,,9678.0,46.3667,europe
,bogota,colombian andes,,olleta crater,manizales,walk up,Colombia,,"jan, feb, mar, dec",2161,4850.0,15912 ft/4850 m,,,,,15912.0,,south america
,christchurch,south island,,"luxmore, mount",te anua,walk up,New Zealand,,"jan, feb, mar, apr, dec",2163,1490.0,4888 ft/1490 m,,,,,4888.0,,australia/oceania
,seattle-tacoma,cascade range,,three wives,"marblemount, winthrop",scramble,United States,,"jun, jul, aug, sep",4625,2271.0,7450 ft/2271 m,john roper,washington,-120.730098,,7450.0,48.436193,north america
,mount shasta city,cascade range,,medicine lake volcano,mount shasta city,walk up,United States,1910? other wise 1857 is the last eruption,"jan, feb, mar, apr, may, jun, jul, aug, sep, oct, dec",2616,2412.0,7913 ft/2412 m,"unknown, probably native american",california,-121.5536,,7913.0,41.6111,north america
british columbia,calgary,canadian rockies,,mainmast,golden,technical climb,Canada,,"may, jun, jul, aug, sep",2615,2804.0,9200 ft/2804 m,,,-117.321,,9200.0,50.9823,north america
,tarbes-lourdes,pyrenees,1847.0,pic de néouvielle,saint-lary / bar?es,scramble,France,,"jun, jul, aug, sep",1941,3092.0,10144 ft/3092 m,chausenque,,0.113897,,10144.0,42.835696,europe
,kamen village,south central zagros,1965.0,bezymianny,kamen village,scramble,Russia,2006>(continuing),"mar, apr, may, jun, jul, aug, sep, oct",2612,2882.0,9455 ft/2882 m,v. maligin,,160.582032,active,9455.0,55.975068,asia
,seattle-tacoma,cascade range,1899.0,goat rocks,tacoma,scramble,United States,,"mar, apr, may, jun, jul, aug, sep",2611,2494.0,8184 ft/2494 m,fred g. plummer,washington,-121.407,,8184.0,46.4885,north america
,nice,,,"saint sauveur, mont",isola 2000,walk up,France,,"may, jun, jul, aug, sep, oct",2147,2711.0,8894 ft/2711 m,,,,,8894.0,,europe
,denver international,front range,,"ypsilon, mount",estes park,walk up,United States,,"jun, jul, aug, sep, oct",242,4119.0,13514 ft/4119 m,,colorado,-105.681,,13514.0,40.4569,north america
,belize city,,1888.0,victoria peak,belize city,walk up,Belize,,"jan, mar, apr, nov, dec",3869,1124.0,3688 ft/1124 m,governor roger t. goldworthy,,-88.62,,3688.0,16.812,north america
,santiago chile,central argentina-chile,,el pintor,santiago chile,walk up,Chile,,"jan, feb, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",2618,4200.0,13780 ft/4200 m,,,,,13780.0,,south america
,belize city,,,"margareth, mount",belize city,walk up,Belize,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3868,940.0,3084 ft/940 m,,,-88.59572,,3084.0,17.04266,north america
